,imp,feature
158,0.00020962262617763968,SeizOccur_>30 minutes after injury
79,0.00015570299820780314,OSIExtremity_1
197,0.0001241611353541241,ActNorm_nan
175,7.457993018900365e-05,ClavOcc_0
105,6.979478939892213e-05,OSIAbdomen_92
86,4.051896920228253e-05,ClavPar_92
203,0.0,AMSOth_1
4,0.0,Intubated_1.0
57,0.0,InjuryMech_Assault
122,0.0,OSIExtremity_0
25,0.0,FontBulg_1.0
34,0.0,OSIFlank_0
5,0.0,NeuroDOth_92
47,0.0,SFxPalp_nan
212,0.0,Paralyzed_nan
52,0.0,AMS_nan
210,0.0,InjuryMech_BikeCol
102,0.0,InjuryMech_nan
191,0.0,SFxPalpDepress_nan
112,0.0,Intubated_0.0
66,0.0,InjuryMech_RanIntoStatObj
208,0.0,SFxBasRhi_1
207,0.0,FontBulg_0.0
196,0.0,SFxBas_nan
110,0.0,FontBulg_nan
111,0.0,ClavFro_1
198,0.0,SFxBasOto_1
181,0.0,NeuroDOth_1
61,0.0,SeizLen_<1 min
50,0.0,OSI_0.0
199,0.0,Paralyzed_1.0
132,0.0,SeizOccur_nan
72,0.0,HemaLoc_Frontal
87,0.0,Vomit_nan
153,0.0,AgeTwoPlus
151,0.0,VomitStart_nan
147,0.0,InjuryMech_ObjStruckHead
17,0.0,Drugs_nan
145,0.0,VomitLast_>4 hrs before ED
143,0.0,HAStart_Within 1 hr of event
23,0.0,OSIPelvis_92
155,0.0,Clav_nan
140,0.0,VomitStart_Before head injury
36,0.0,OSI_nan
19,0.0,OSIAbdomen_1
90,0.0,OSIExtremity_92
91,0.0,HemaSize_nan
22,0.0,SeizOccur_Immediately on contact
13,0.0,HASeverity_Mild
83,0.0,OSICut_92
123,0.0,HAStart_nan
168,0.0,VomitNbr_Twice
176,0.0,Intubated_nan
21,0.0,SeizLen_nan
173,0.0,HemaLoc_nan
9,0.0,HAStart_Before head injury
124,0.0,HAStart_1-4 hrs after event
125,0.0,Paralyzed_0.0
167,0.0,Sedated_nan
82,0.0,NeuroDSensory_1
166,0.0,High_impact_InjSev_nan
11,0.0,Seiz_nan
24,0.0,Hema_nan
163,0.0,VomitNbr_nan
30,0.0,HAStart_>4 hrs after event
80,0.0,LOCSeparate_Suspected
174,0.0,Amnesia_verb_nan
