,imp,feature
140,0.003956795802621815,NeuroD_0.0
30,0.003947979247787326,HASeverity_Severe
36,0.0038829339502038426,ClavFro_0
127,0.0038347326491720195,FontBulg_1.0
148,0.0035896544075817156,InjuryMech_MVC
85,0.0035842756183767865,NeuroDSensory_0
2,0.003575682042798083,VomitLast_1-4 hrs before ED
128,0.003548253942331658,ClavFro_1
104,0.0035162064599904928,VomitStart_1-4 hrs after event
110,0.0035028165559355946,SFxBasHem_0
95,0.0034511933472270327,VomitNbr_Once
5,0.003377091560457027,High_impact_InjSev_High
180,0.003363407079775393,NeuroDCranial_92
46,0.0033574770660429105,NeuroDMotor_0
64,0.0033517500496832216,SFxPalp_Unclear
206,0.0033083742369722025,ClavOcc_1
166,0.0032031587906612203,ClavNeck_0
139,0.003118481881678389,AgeTwoPlus
31,0.00287675103135278,NeuroDMotor_92
132,0.0028757866794780662,VomitStart_Not applicable
174,0.0028151575748716134,SeizLen_1-5 min
168,0.002712345528573814,OSIAbdomen_92
58,0.002680202301078675,OSIOth_0
66,0.002642331090557238,ClavOcc_0
28,0.0025934023499269167,FontBulg_0.0
47,0.0025926852705541637,SFxBasOto_1
77,0.0025693152281366007,LocLen_5 sec - 1 min
167,0.002564275864535823,InjuryMech_Other
49,0.0025018963928867778,OSIFlank_92
70,0.002415073153783589,NeuroD_1.0
135,0.002412351110331284,NeuroDSensory_92
6,0.002287965462141477,SeizOccur_Not applicable
208,0.002215909068761946,OSIOth_92
48,0.0022107763070649336,SeizOccur_>30 minutes after injury
11,0.002192839511952324,ActNorm_nan
108,0.002192009629392726,SFxPalpDepress_0.0
136,0.002162325968865474,HAStart_nan
103,0.0021223988517594344,Vomit_0.0
189,0.0020716933000506908,NeuroDMotor_1
105,0.0020519874637828167,ClavNeck_92
65,0.001992064583029337,NeuroDOth_0
18,0.001983743526007231,Sedated_1.0
52,0.0017839186049940898,OSIExtremity_1
4,0.0017821000610519638,Clav_0.0
117,0.0016637174302890306,ClavTem_0
200,0.001654569905934544,HAStart_Within 1 hr of event
209,0.0016210241466646216,NeuroDReflex_1
165,0.0015645607341972145,HA_verb_1.0
147,0.0015134440273028816,ClavOcc_92
145,0.0014901766893494364,OSIFlank_0
216,0.0014621859616454275,OSIPelvis_92
33,0.0014189200501035506,InjuryMech_BikeMV
155,0.0013773657587425369,InjuryMech_Sports
13,0.0013485045459107378,Seiz_0.0
157,0.001341076379771201,LocLen_1-5 min
173,0.001328741419834442,InjuryMech_FallElev
45,0.001259075395265277,VomitLast_<1 hr before ED
44,0.0012166397947982982,ClavFace_1
15,0.0011912294623701207,HemaLoc_Frontal
158,0.001163016571932488,AMSSleep_1
7,0.0011390103161652873,Clav_1.0
39,0.0011341220429224306,HASeverity_Not applicable
144,0.0010797871872131977,ClavPar_0
111,0.001076455158079809,OSICspine_92
182,0.00104190885739268,ClavFace_92
160,0.0010282968472435765,SeizOccur_Within 30 minutes of injury
72,0.0010089461645796049,AMSOth_1
113,0.0009372609003567615,HASeverity_Moderate
78,0.0009037720418886255,Seiz_1.0
82,0.0008986609647603217,OSICspine_1
185,0.0008928044873153473,HemaSize_Medium
63,0.000870399024884286,HemaSize_Not applicable
24,0.000841442104311293,OSIExtremity_92
74,0.0008238470297031979,HemaLoc_Not applicable
100,0.000815818289040993,ClavTem_92
190,0.0007807198677247098,InjuryMech_OtherWheelCrash
10,0.0006620934030357614,OSI_1.0
12,0.0005959237069353833,Sedated_0.0
134,0.0005399472067662896,SFxBasPer_1
0,0.0004901554501070081,ActNorm_0.0
107,0.00040222923046922377,OSICut_0
91,0.00036492040320960554,OSI_0.0
188,0.00022639130568511426,OSICut_92
201,0.0002027374787952418,HAStart_Not applicable
183,0.0001870857600034353,LocLen_>5 min
133,0.0001742748404656799,SeizLen_<1 min
51,0.0001741527804247951,OSICspine_0
19,0.00016272508996938766,OSIAbdomen_0
16,0.00015210055601057315,SeizLen_5-15 min
97,0.00012274376704252818,ClavPar_92
93,2.6825835147871457e-05,SeizLen_Not applicable
191,0.0,Drugs_nan
193,0.0,InjuryMech_RanIntoStatObj
26,0.0,SFxBasRet_1
27,0.0,InjuryMech_ObjStruckHead
120,0.0,Paralyzed_1.0
25,0.0,Amnesia_verb_0.0
187,0.0,NeuroDReflex_0
29,0.0,LocLen_<5 sec
121,0.0,Amnesia_verb_91.0
184,0.0,Intubated_nan
194,0.0,SFxBas_nan
119,0.0,Intubated_1.0
196,0.0,HemaLoc_nan
116,0.0,VomitNbr_Twice
3,0.0,High_impact_InjSev_Moderate
1,0.0,HAStart_1-4 hrs after event
8,0.0,VomitStart_nan
9,0.0,OSIFlank_1
211,0.0,InjuryMech_nan
115,0.0,InjuryMech_BikeCol
14,0.0,OSI_nan
197,0.0,Paralyzed_nan
118,0.0,Vomit_nan
204,0.0,NeuroDCranial_1
17,0.0,HemaSize_Small
202,0.0,OSICut_1
199,0.0,HA_verb_0.0
181,0.0,SeizOccur_nan
102,0.0,SeizOccur_Immediately on contact
75,0.0,ClavNeck_1
124,0.0,InjuryMech_FallStair
38,0.0,HASeverity_Mild
131,0.0,OSIPelvis_0
156,0.0,Hema_nan
89,0.0,SeizLen_nan
60,0.0,VomitStart_>4 hrs after event
61,0.0,HA_verb_nan
152,0.0,OSIOth_1
151,0.0,FontBulg_nan
150,0.0,Sedated_nan
149,0.0,High_impact_InjSev_nan
62,0.0,HAStart_>4 hrs after event
67,0.0,OSIExtremity_0
71,0.0,InjuryMech_Assault
86,0.0,Clav_nan
83,0.0,AMS_nan
73,0.0,InjuryMech_PedesMV
130,0.0,VomitStart_Before head injury
57,0.0,HemaSize_nan
129,0.0,OSIPelvis_1
171,0.0,Amnesia_verb_nan
80,0.0,HA_verb_91.0
177,0.0,OSIAbdomen_1
175,0.0,SFxPalp_nan
40,0.0,NeuroDOth_1
96,0.0,Intubated_0.0
172,0.0,InjuryMech_FallToGround
41,0.0,NeuroD_nan
56,0.0,HAStart_Before head injury
169,0.0,Seiz_nan
43,0.0,VomitNbr_nan
50,0.0,High_impact_InjSev_Low
109,0.0,SFxPalpDepress_nan
163,0.0,SFxBasRhi_1
53,0.0,Paralyzed_0.0
178,0.0,VomitLast_>4 hrs before ED
