feature,0,1,2,3,4,5,6,7
AMSRepeat_0,0.010299859102056903,0.012604198387114367,0.006208016804980235,0.011676927553132915,0.015482434377532375,0.014361725566425336,0.013935112936066545,0.00967763037619258
NeuroDOth_92,0.010150532766183284,0.007819827231151644,0.01190795199910455,0.0033544036942721876,0.0023547198196143546,0.009362825140147968,0.0,0.0029759482152884975
AMS_0.0,0.010091071333397534,0.01666601880647327,0.004346120772019329,0.01361541587798868,0.020754396984460053,0.013298065004484378,0.01313012771323522,0.01592099536967243
AMSSlow_0,0.008974230432349961,0.009435887464917402,0.010488432178913843,0.007549070605904368,0.008901108369909002,0.0075653171712993916,0.01124616685933711,0.008320146878766343
HA_verb_nan,0.008472127920921923,0.0,0.0018009539340664723,0.0,0.0,0.008395591064245063,0.0022289121275798343,0.0
SFxBasRhi_92,0.008079515451513967,0.012714621669536293,0.006639999661536024,0.016336582217885417,0.0049419466223285195,0.007194280339447175,0.011213590010004952,0.0086760741590197
AMSSlow_1,0.007814761067679978,0.004339243909207165,0.009234278325294531,0.005609588014425581,0.003257302616192033,0.008597363482409682,0.006200167507709148,0.0011725341080995198
NeuroD_1.0,0.0077761014274059246,0.006907592892404418,0.006333823599907135,0.005632015545193404,0.0,0.0041023603160414085,0.0016829644175355193,0.0
SFxPalp_Unclear,0.007742711597956859,0.008436645287275536,0.005117674670919285,0.006773806250696262,0.007465733057714481,0.005377054369453211,0.0028432922682974596,0.008422022524256598
LocLen_<5 sec,0.007710085322535491,0.0041615946443779115,0.0025131428543573885,0.0033554264838697914,0.004986992606200128,0.010573716751830773,0.0075017688052588325,0.006730777921077841
LocLen_Not applicable,0.0069799882430113805,0.007885956841182738,0.0064480493638068015,0.0016925570145716845,0.0007098701961947856,0.014102786826219404,0.00471636968702564,0.004932726549400551
Seiz_1.0,0.006786963782124067,0.0,0.0020683015676693406,0.0010182873921113656,0.0,0.003360272850096383,0.0014503356945087548,0.0021219564314977524
AMSAgitated_1,0.006532420548976446,0.006806714694186998,0.0031221092829303533,0.022913316473248794,0.004390996290407254,0.003995934748939829,0.007117942727352341,0.005377720006036221
HemaSize_Not applicable,0.006441827902509053,0.00599871934403371,0.0004889292235970579,0.0025659048506313214,0.006765941763218846,0.0040087040074452745,0.001226349088255667,0.0026134049714956857
LOCSeparate_Suspected,0.0064307058217501455,0.007459054627371689,0.006623998162050551,0.003858115091922629,0.005426006462930946,0.016637501387156133,0.003744910568786992,0.0009729709923480465
HemaLoc_Not applicable,0.005776897834465127,0.00908417674036279,0.007790091893819635,0.005076678657114629,0.003383073065363992,0.0017809222651818141,0.004357955758158827,0.006673327493246546
SeizLen_>15 min,0.005755058937200601,0.005112294023054932,0.00557122840888036,0.006612087048751136,0.0019393796601776885,0.013786863743514505,0.0026012766774379703,0.0032731679110465286
Hema_0.0,0.005672363606821003,0.0027638525995866917,0.004581887743693367,0.000989124149313617,0.01005421048282785,0.004270804057655412,0.007797368597503251,0.0034181977764458538
ClavFace_0,0.005669755890225393,0.005900322430696773,0.002847881441217984,0.01657953075217552,0.006136146306249906,0.0008674716114879973,0.01350081769504185,0.006410683903546723
ActNorm_nan,0.005353751212805508,0.001914755396376499,0.01057091198404222,0.002436321231507625,0.0,0.009723539238038103,0.0032783048160693177,0.0012780414425646296
Sedated_0.0,0.00532412221926409,0.001234369923961518,0.0010220898377052315,0.00024080875377929036,0.0,0.0018402105963255485,0.0062707814525053964,0.0
ClavNeck_1,0.005262525093455166,0.0,0.006270108362354577,0.0029017929719175255,0.0015674899943850956,0.010606598624627333,0.010277731816618296,0.0034129819094762216
AMSAgitated_0,0.005229850984153211,0.011034265037255823,0.008521364001102823,0.008577681916113149,0.005573931267126053,0.009769270952676492,0.011756034769236796,0.007453414781377236
LOCSeparate_No,0.004935955806732044,0.012495982406276014,0.006942127823430946,0.012903503323770658,0.011300981180825802,0.01260354695186122,0.009352769350922541,0.02170485347537354
VomitLast_1-4 hrs before ED,0.004783186147158895,0.0019999665809639455,0.006989281744439644,0.0014322980895585128,0.0,0.002475913729516557,0.0,0.0007490763938465545
FontBulg_0.0,0.004759483945601397,0.009017413509566165,0.0,0.0010076928371084938,0.0,0.0,0.003242813680741228,0.006529785206275327
HASeverity_Severe,0.004711102952275653,0.0027930278488375753,0.001997619023319492,0.0038408186751361273,0.0031471455502018147,0.0042158467460573805,0.0056369905939412,0.0029384151818015276
ClavOcc_92,0.0046488563831264115,0.004005979458857793,0.00033781458061208746,0.005413501971325225,0.005199106771500494,0.000507581745025824,0.0023542115298221876,0.001154064605565146
HAStart_nan,0.0045773247769695805,0.0,0.0033029096570946354,0.0014337329137642828,0.0,0.0026498276976371815,0.0010354538248786842,0.0005367795433442817
ClavFro_1,0.004564443296039763,0.0004008701135943872,0.0,0.0002570259673975589,0.003664319204065899,0.00031562153619733017,0.0009442456147001885,0.0
AMSSleep_0,0.00449120961323058,0.004794152351405325,0.00584569226572831,0.012491867711488563,0.008646343318446072,0.008572383922983812,0.007462916392786654,0.003622666345483034
High_impact_InjSev_High,0.004341663174852748,0.014129842092217071,0.007792666353911872,0.00624534902313445,0.008403625606082637,0.005650881234997099,0.006441140806129167,0.005592458017241961
SFxBasRet_1,0.0042226858522632915,0.0013257490944877043,0.0020221168304214187,0.001276549651929573,0.0,0.00028420942940265975,0.002420706172399883,0.0006521945435712333
LOCSeparate_Yes,0.004186370201742785,0.012109019323823666,0.017775408915847935,0.00953152874352079,0.007875976245557659,0.01861960025046841,0.011484617365793861,0.007609305545575531
NeuroDMotor_92,0.004076737864928115,0.0017458741865837369,0.006677324899562306,0.004905866386115245,4.220367668919674e-05,0.0,0.0050182997087358065,0.007167539342784748
Vomit_0.0,0.00406528678397308,0.005502463628605135,0.0019181549031566162,0.0066969356966814966,0.004107592156804686,0.0019663751348355206,8.665615231593015e-05,0.0015255503441144991
ClavFro_92,0.004044824947256223,0.0004928793877119509,0.001098878742660283,0.0020043275676857536,0.004764468965152948,0.001934355530045975,0.003991458572557718,0.000957140039429428
Hema_1.0,0.004026812088610619,0.002148537513752777,0.0015208977373055304,0.0029419073619841598,0.005298873759226302,0.0022762179199939617,0.006283607471969783,0.006629509140629265
VomitNbr_Not applicable,0.004024361651879935,0.0037766194701062154,0.0036232371845752263,0.007198034671719924,0.004225837718112162,0.006681836041077851,0.0044371303991265236,0.0011137628730996734
Vomit_1.0,0.003964834486821091,0.00920180982322244,0.006021875485405519,0.009901442331167007,0.004177312713998654,0.006162520064722069,0.0012350548229899704,0.006777485314280285
VomitStart_Within 1 hr of event,0.003912511578442024,0.0,0.0015434416722967586,0.0014363629565196446,0.005413002220300096,0.006431759219791356,0.0038668853399094877,0.004305723943506523
Seiz_0.0,0.0038063054380207506,0.0,0.0010248223773192857,0.0,0.0003955782540091398,0.0,0.003691958680076185,0.0007240835506946574
NeuroDOth_1,0.003761754979799939,0.00010186848337808073,0.0028620448895872726,0.0,0.0,6.673820857839723e-05,0.0023055219494682168,0.0
AgeinYears,0.003757992269058289,0.014485185594480811,0.008141779374268979,0.01407269612759432,0.013380900213693476,0.005957482957307354,0.004176440667457344,0.016126382105183766
NeuroDOth_0,0.003523467893735148,0.004018162024086265,0.003443484474408014,0.0019355252435596815,0.0020103983958409174,0.009341898621266371,0.013633817268097252,0.003268856463459494
OSI_0.0,0.003458503234921742,0.0025465979168141704,0.0003515864431637437,0.0009016124065336948,0.0015810831144719888,0.0,0.0016579268827806633,0.0
SFxBasHem_0,0.003406603328821556,0.0030623354809966247,0.004551452388622071,0.002740348107180654,0.0,0.003994553520019754,0.0025970496617260127,0.0
OSIOth_92,0.0031190679383847216,0.00011483309832851145,0.000911219847804668,0.003311224917236325,0.0005158144501228627,0.00222886605506018,0.0007590821643141346,0.004326879026875429
LocLen_5 sec - 1 min,0.0030174120182386334,0.001023682733695054,0.004786842194403887,0.0,0.0,0.0006017647663471072,0.0,0.0005664513362933387
Amnesia_verb_0.0,0.003011839470233896,0.0031400224733170307,0.0017444209636158228,0.004428960041946326,0.0026460399605563495,0.0008527971459580098,0.002636949606976391,0.0006502696888734551
NeuroDCranial_92,0.0029699051542975696,0.0022330363955851643,0.0025257433685597326,0.006576145062488659,0.0013479795979227049,0.004225688226154546,0.004067511329969703,0.0
AMSRepeat_1,0.00282538394883665,0.007819271905328376,0.001066015190338469,0.009830828619949087,0.003069806510670179,0.005029708671324737,0.001001177459153011,0.004104404733719919
HAStart_Not applicable,0.002668033678464782,0.0,0.004469831657197196,0.0009546965923420332,0.0039108788393092155,0.0,0.004915297308884534,0.002969824326968862
ActNorm_0.0,0.002618177134451245,0.0028422713314887067,0.005971918352958698,0.0032866438838266092,0.004782926536139286,0.01784665735448468,0.0031874660661036125,0.002607028328721309
NeuroDCranial_0,0.002563832839151151,0.001896481417677621,0.004342693385772849,0.00328686979516693,0.004821059381723172,0.0038317625242700907,0.005313212923317561,0.0041136296160886885
HAStart_Within 1 hr of event,0.0023951951442335575,0.0009074609046144879,0.0009016563649179181,0.003571377862431353,0.0,0.0006808506706993703,0.002278990006718568,0.0019204387573163275
OSIPelvis_1,0.002363071443375955,0.00037444345564567133,0.0020478351976696363,0.0007661958337958492,0.00042695548785591194,0.00174651776067867,0.002149079839545987,0.001653355468917666
NeuroDSensory_92,0.002340620139607462,0.0037155177585506344,0.002344629240822528,0.007427770462674555,0.0,0.0077746426204548975,0.001193888143462472,0.004253923036937433
High_impact_InjSev_Low,0.002274554091307585,0.0004929021627875747,0.0017470599991375976,0.00034909470951220684,0.0005408668747688047,0.0,0.0,0.0
NeuroDReflex_92,0.002264769100188972,0.0,0.0023929131966154934,0.0028959274526961253,0.0,0.005381947539355985,0.0019410609417454517,0.0
NeuroDReflex_1,0.0021971110987957596,0.0008056720165264483,0.003210571149781647,0.0018541065616672846,0.0009859169148665446,0.0,0.005742023895374113,0.0
ClavTem_92,0.0021956618916898884,0.0008824193677653409,0.0017103999823603554,0.0030269182177335018,0.004280821561445536,0.0002523103432568757,0.0021134896846857127,0.0
ClavOcc_0,0.0021615835159963623,0.0012070102356931554,0.0013066293181372252,0.0011028076607181654,0.0,3.331748638730217e-05,0.0013729327798287178,0.003354924046137432
OSICspine_92,0.0021389732658180006,0.0007757811436503792,0.001472443163367417,0.0,0.0037013806051984627,0.002684711922348532,0.001364525104177667,0.0
InjuryMech_FallElev,0.0021293402131316256,0.0006272982324593827,0.0006862768669650292,0.0,0.000150383496614804,0.0017330128110176729,0.0003010951383447269,0.004882967979487148
SeizLen_1-5 min,0.0021242720247519964,0.0015468316270550802,0.0032621874812021447,0.001561394276904285,0.004634821407073918,0.014770355362792911,0.003858412795249261,0.004559069356233453
OSIExtremity_92,0.002097588524130146,0.0009892995017267822,0.0,0.0005880487450926834,0.0019203054075833464,0.00012762817399776245,0.00021526362551546163,0.0031846287930203227
OSIFlank_92,0.0020252984595797684,0.0013915498217585587,0.0002025969878894742,0.002336723993753218,0.001561150828626525,0.0004465974036517958,0.0010854542188581348,0.0007517463133253888
HemaLoc_Occipital,0.0019965766068962636,0.008320955163790675,0.0012580093414418076,0.015300119217510757,0.002350088928964385,0.005073455823797635,0.003193348834655403,0.0
Clav_1.0,0.001969511142917727,0.0010834079570768325,0.0014259882633826946,0.005967716828780409,0.0007569723466155425,0.0,0.0,0.00044330372311561305
Amnesia_verb_91.0,0.001969104565714627,0.0018225074766027212,0.0,0.000996443300006066,0.0018063942716443565,0.0,0.0,0.0
VomitStart_1-4 hrs after event,0.0019251809934890973,0.0,0.0034634121560869636,0.005008076553155536,0.0004301423941081593,0.005623024096390547,0.006418670188882671,0.0025316938257420054
HA_verb_1.0,0.001908361389684379,0.0,0.0002460902254693194,0.002661788302118586,0.0024142033792541664,0.0,0.002547350008481969,0.0
OSIOth_1,0.001893366538339577,0.0007461247983210365,0.004994540623055234,0.0,0.0,0.0,0.0008370902863539825,0.002932743937277266
OSIAbdomen_92,0.0018790661992672175,0.00033619346789757955,0.0007745503169468259,0.0005420075976114011,0.0015966781127757816,0.0,0.00018942789721825557,0.00011748993101800272
ClavTem_1,0.0018731646609969495,0.009080913583247342,0.010045853813889902,0.0008163335225748257,0.011019821962675914,0.0012149120618547345,0.008275563033944023,0.005274755363051157
Sedated_1.0,0.001836915641829773,0.003931388137017489,0.00025791590092534545,0.0,0.00043950587144069605,0.0038929011179475036,0.0016133701288530528,0.0
OSIOth_0,0.00183607775989175,0.0,0.0,9.887197519742587e-05,0.0009521679592716766,0.0,0.0022508449957547006,0.001738900794897305
VomitLast_<1 hr before ED,0.0017863054589394311,0.0012038249126640527,0.002789614882050958,0.0037633168111348577,0.00037357040166482487,0.0,0.008202482457373027,0.0018117605303168537
SeizOccur_Within 30 minutes of injury,0.001712209082370922,0.0014330553556333083,0.0007308700843792311,0.0,0.0002768174652375351,0.0008819007002490347,0.0006962895946483594,0.00025975814937102495
ClavFace_92,0.0017018775955738768,0.0017077269216871918,6.148274256725023e-05,0.0012404580549824087,0.0016679137371507736,0.002710119959811701,0.0,0.0010910278307320056
OSIExtremity_0,0.0015919082442450905,0.0,0.0,0.0,0.0030104480842473337,0.0034964528350698303,0.0041660542221514255,0.0013166351335794058
HASeverity_Moderate,0.0015833040507290802,0.0012118216308372024,0.00021147450958533204,0.0001960421298252242,0.0020822636569823774,0.0,0.0005600979252598664,2.4663802906586416e-05
InjuryMech_PedesMV,0.0015014606891081894,0.00033131450269497975,0.003095843918875848,0.0014680197280440505,0.0021960530490584547,0.00020272630767285502,0.007196732995514207,0.0017901406356786484
Clav_0.0,0.001453786584668796,0.0016630246637004385,0.004643792711035528,0.004202889297275191,0.0,0.0016706764637787934,0.0022992139156668263,0.0045081732229717095
FontBulg_nan,0.0014390281699551586,0.001678001405923005,0.0,0.0,0.0,0.0,0.00030802475750243914,0.0
ActNorm_1.0,0.0013157866481573572,0.002947924513491717,0.0021587700758179756,0.0,0.0005240373523137601,0.00821602392140932,0.0034242972939666477,0.0
VomitStart_Not applicable,0.0013109008515818006,0.0017522713763434658,0.0008019611284151459,0.0008167971098069055,0.0029056765029058453,0.001859467044766544,0.004161726655728927,0.007533963463734156
OSIFlank_0,0.0012947446153861598,0.00024350615064564022,0.0,0.0,0.0006601444264140018,0.0,0.0,0.0006990757935155687
OSIAbdomen_1,0.0012562871852140867,0.0,0.0011212576631535608,0.0,0.0008442152955012301,0.000424302978839455,0.00043094595650125663,0.0
Seiz_nan,0.0012033938769480583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HemaSize_Medium,0.0012025850682405783,0.002318081161728363,0.0015669111024591176,0.0016853050628369462,0.00014764322801842623,0.0011953408721223648,4.28644098855078e-05,0.0003031598027796663
ClavNeck_92,0.0010744273876894907,0.003319052505932884,0.0015746422935478458,0.0035448755855811854,0.002920810778766024,0.0008630925213058144,0.0009542255085553863,0.0009179877264606411
SFxBasPer_1,0.0010474370596830433,0.0035483147059421644,0.00018489564640180057,0.0006595918047336059,0.001287756354859373,0.0,0.0,0.0019232455997968778
VomitLast_nan,0.0010460304418559504,0.0,0.0,0.0,0.0,0.0012973398742190379,0.002615994862518813,0.0
AMSSleep_1,0.0010120518976204822,0.002296509907735285,0.004304301205367358,0.004205755877809477,0.0032298897878512978,0.0,0.00237100941980501,0.006234124684309812
OSICspine_1,0.0009548039268452084,0.0,0.001431462333104458,0.0,0.002625114432464207,0.0,0.0,0.0
SeizLen_Not applicable,0.0008787056583621589,0.0013241732906300193,0.0007051518306838701,0.0005977034152777729,0.00025859665027446745,0.005181134080869352,0.003598538073549651,0.0
NeuroDSensory_0,0.0008678203389716284,0.0,0.005021106376091517,0.0011815759418269047,0.0,0.0021255693113584532,0.0,0.0008764308761915488
SFxPalpDepress_0.0,0.0008445452492007099,0.0020261660710406797,0.006584876219144051,0.0018821460884490258,0.004822321967234939,0.004417785484336937,0.0,0.0073151311389568294
ClavPar_92,0.0008438501737311413,0.0002092271566221817,0.002844288384845926,0.0028801748908611115,0.0,0.0011107440202727393,0.0,0.0009793692458486937
OSIAbdomen_0,0.0008091233065811991,0.0,0.002094419663644748,0.0010895301882963815,0.0,0.005026146547972862,0.00039810342248920667,0.0023889818874391995
OSICut_92,0.0008083689797662028,0.0,0.0,0.0002992635419999519,0.003289481063399179,0.0,0.00027391654114527597,0.003260590870309469
InjuryMech_BikeMV,0.0007810488835904197,0.00037851151568394926,0.002877396058274705,4.625063448047567e-05,0.0012381622227372333,0.006670850747958939,0.0019860708517296004,0.0012837308119158734
AMSOth_1,0.00076908071264505,0.0,0.0,0.0007916690390641446,8.83882161539592e-05,0.0018333851022724285,0.002283628993844391,0.0
OSICut_1,0.0006754407668034815,7.999361171542241e-05,0.0032452130331713375,3.0088307785720254e-05,0.0013651892171832106,0.0053966898558963396,0.003213879716915611,0.000550821454445987
OSICspine_0,0.000661634378034202,0.0007867534732648461,0.0024156967377984896,0.002146263655463525,0.003212079591106303,0.0,0.00037448995027544854,0.0007345559835903939
ClavTem_0,0.0006611193954544091,0.0,0.0003296538197509692,0.0009284420097877849,0.0017011930789584465,0.0005252217869057716,0.0017224154705420144,0.0007537749384536663
Amnesia_verb_1.0,0.00061780346793934,0.00831136970989598,0.0035780881591286873,0.006389633406066717,0.0025332697395455545,0.002463468188695076,0.0017351816745294294,0.004365590654168498
OSIPelvis_0,0.0005969269698418351,0.0007096341550752818,0.0,0.0,0.003330924837686058,0.001280111789254882,7.055340289076037e-05,0.0011650047988478048
ClavFro_0,0.0005883638972959885,0.0023155019521155927,0.006259560055495691,0.001750421465048115,0.0004820749439080418,0.001603328552267262,0.0003659592869398761,0.002233886821305609
Drugs_0.0,0.00044029835076657924,0.007304263572082289,0.002463644980661248,0.009424635880354136,0.008935375983090209,0.0004515404872466837,0.0008062930094004207,0.007918620717444839
LocLen_1-5 min,0.00042588631945423346,0.004830811485272217,0.010114317694180221,0.004375806597920604,0.00659906213932232,0.012313920254224836,0.005872777840059823,0.005060161253549147
High_impact_InjSev_Moderate,0.00041661429012350816,0.0005587984220008925,0.0026880800238030973,0.0012755533021840953,0.003292116773681838,0.0015971408710898241,0.0031174583290876734,0.0008984313720737634
SeizOccur_Not applicable,0.0004157493087738876,0.0,0.0,0.00040220195308421624,0.0004642596070560489,0.0003279092838364037,0.0005462441920063447,0.0
OSI_1.0,0.00040716776123422913,0.0,0.002246731469518025,0.0,0.00040506597429249897,0.0019013476659321881,0.0009103673577319852,0.0010088052190940482
AgeTwoPlus,0.000375909402678255,0.0,8.697965768533078e-05,0.0002780533929996843,0.0003011899242625014,0.004475362712395252,0.00021875229865292808,0.0011877054210373762
InjuryMech_Sports,0.0003616247168201636,0.0002126237535428185,0.0078085136388365865,0.0007053517571204382,0.0022938405958440734,0.0008318255965440015,0.002148205541741484,0.0
OSIExtremity_1,0.00034428306646290964,0.003146017648886472,0.0,0.0,0.0006044132165862174,0.00026425117254888047,0.0008747206484438,0.0021079822478967335
NeuroDMotor_1,0.00030520749406852345,0.0,0.00043119850970804475,3.8535710828998855e-05,0.0,0.001008337080714056,0.0012162559075929542,0.0008779153770158859
LocLen_>5 min,0.00014994751334636636,0.0013979084256593682,0.0,0.0,0.0,0.0003456216298307807,0.0008822579860709724,0.0
InjuryMech_OtherWheelCrash,0.0001324524113613114,0.0003409056367824674,0.002012921616796731,8.759357216950055e-05,0.0,0.0035644816138328656,0.0013404916180078973,0.0034650083874025344
ClavPar_0,0.00011624490271362977,0.002126170300110961,0.0,0.001105277364412543,0.002132783660548526,0.0025420188156401115,0.0,0.0009358220834726419
InjuryMech_BikeCol,7.71939786452913e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VomitNbr_Once,0.0,0.0033416279634345047,0.00834632018630995,0.003230859618740095,0.0,0.0017694958433942033,0.0,0.002658398376124321
HA_verb_0.0,0.0,0.0,0.001388016769297813,0.0016846888122821497,0.00021414770065213558,0.0020999513375745183,0.0008060340262743901,0.0018521046771968785
SFxPalpDepress_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FontBulg_1.0,0.0,0.00340175557765141,0.0,0.0014192245685603808,0.001580491301589236,0.0,0.0,0.0011095220135464426
HemaLoc_Frontal,0.0,0.003555465508434225,3.844367033747284e-05,0.0,0.0004657021961252862,0.0017603283228049052,0.0,0.0016705567819071418
SeizLen_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFxBasOto_1,0.0,0.0014181447080638635,0.0,0.0003708579222635995,0.0002864028804273842,0.0,0.0,0.0002856398926451082
OSICut_0,0.0,8.95609478264548e-05,0.0013796746526840676,0.0,0.00045590722266124,0.0003266617247724797,0.0008338933645478705,0.0
SFxBasRhi_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intubated_0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NeuroD_nan,0.0,0.004764634332106635,0.0020246459771988,0.0,0.0,0.0008211733390994088,0.004319558765462006,0.0
InjuryMech_FallToGround,0.0,0.0,0.0014863699212826328,0.0029267138215742627,0.0,0.0009946069342453418,7.502329341824898e-05,0.00023800112835274876
Hema_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InjuryMech_Assault,0.0,0.001118053884879718,0.0,0.0017326596737295703,0.0,0.0,0.0,0.0004019965510598644
HASeverity_Mild,0.0,0.0006057757092667528,0.0013116553048684249,0.00031559872292814123,0.0005740003832789375,0.003360006120018587,0.0,0.0
NeuroDSensory_1,0.0,0.00579196551906159,0.0021191156335191633,0.0021878092663545207,0.0026806630954057994,0.004932556468874873,0.003142820102731295,0.0013554045048982633
OSIFlank_1,0.0,0.0002547570700581307,0.0,0.0007758211092439042,0.0,0.0,9.592202698851294e-05,0.0
VomitLast_>4 hrs before ED,0.0,0.0,0.0,0.0,0.0,0.0009103631513229162,0.0,0.0
High_impact_InjSev_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InjuryMech_RanIntoStatObj,0.0,0.0004198641165782732,0.0,0.0,0.0,0.0,0.0,0.0
SeizLen_<1 min,0.0,0.0,0.0,0.0,0.0,0.0,0.0021439916243429645,0.0
SeizOccur_Immediately on contact,0.0,0.00022328323657841667,0.0,0.0,0.0,0.0,0.0,0.0
SeizOccur_>30 minutes after injury,0.0,0.0,0.0036066371573185724,0.0,0.0,0.0012855454929713492,0.0,0.0022141937198067
Amnesia_verb_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InjuryMech_ObjStruckHead,0.0,0.0,0.0,0.0,0.0009390755346343707,0.0009996318105500413,0.0007383969791990922,0.0
Sedated_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSI_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMS_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
