,imp,feature
189,0.0013071082886678036,SeizLen_1-5 min
203,0.0013037845268856587,AMSOth_1
88,0.0012989248908547302,OSICspine_0
107,0.0012252777458045428,NeuroDMotor_1
18,0.0012051362978978762,Hema_0.0
96,0.0011076411166769777,HemaSize_Small
200,0.0010830828797857052,SeizLen_Not applicable
214,0.001039396379770458,InjuryMech_OtherWheelCrash
57,0.0009879089885104,InjuryMech_Assault
34,0.0009627633357432205,OSIFlank_0
194,0.0009424436694461664,OSIPelvis_0
157,0.0009251249852190352,ClavFro_92
111,0.0008123375093315188,ClavFro_1
201,0.0007141383377837816,ClavFro_0
8,0.0007074909153576789,OSIOth_0
55,0.0006990740312721546,Amnesia_verb_1.0
5,0.0006945344334365898,NeuroDOth_92
65,0.0006635497207660596,HA_verb_1.0
110,0.0006432783810167861,FontBulg_nan
127,0.0006161206166946837,OSI_1.0
152,0.0005670632283479966,OSIFlank_92
74,0.0005639179574111725,LocLen_5 sec - 1 min
105,0.00041488713329419915,OSIAbdomen_92
116,0.0004018015126088963,LocLen_>5 min
56,0.00038289829769898754,High_impact_InjSev_Low
95,0.0003520954153515463,SeizLen_5-15 min
150,0.0003506900544654015,OSICut_0
86,0.00034699672558120777,ClavPar_92
90,0.00030958841266183457,OSIExtremity_92
72,0.00020535571139986504,HemaLoc_Frontal
6,0.00018159279370070773,ClavFace_1
187,0.00015163208781958381,ClavNeck_92
13,9.318489145375768e-05,HASeverity_Mild
206,9.269404146531518e-05,OSIOth_1
134,9.214317657983035e-05,ClavNeck_0
191,0.0,SFxPalpDepress_nan
173,0.0,HemaLoc_nan
184,0.0,VomitStart_Not applicable
174,0.0,Amnesia_verb_nan
198,0.0,SFxBasOto_1
179,0.0,ClavOcc_92
180,0.0,HASeverity_Not applicable
199,0.0,Paralyzed_1.0
176,0.0,Intubated_nan
192,0.0,HemaSize_Medium
181,0.0,NeuroDOth_1
208,0.0,SFxBasRhi_1
196,0.0,SFxBas_nan
212,0.0,Paralyzed_nan
0,0.0,NeuroDMotor_92
168,0.0,VomitNbr_Twice
29,0.0,ClavPar_0
87,0.0,Vomit_nan
83,0.0,OSICut_92
82,0.0,NeuroDSensory_1
66,0.0,InjuryMech_RanIntoStatObj
61,0.0,SeizLen_<1 min
52,0.0,AMS_nan
47,0.0,SFxPalp_nan
36,0.0,OSI_nan
30,0.0,HAStart_>4 hrs after event
28,0.0,HA_verb_nan
167,0.0,Sedated_nan
25,0.0,FontBulg_1.0
24,0.0,Hema_nan
22,0.0,SeizOccur_Immediately on contact
21,0.0,SeizLen_nan
17,0.0,Drugs_nan
12,0.0,InjuryMech_MVC
11,0.0,Seiz_nan
9,0.0,HAStart_Before head injury
4,0.0,Intubated_1.0
91,0.0,HemaSize_nan
94,0.0,InjuryMech_FallElev
99,0.0,OSIAbdomen_0
101,0.0,InjuryMech_FallStair
166,0.0,High_impact_InjSev_nan
163,0.0,VomitNbr_nan
158,0.0,SeizOccur_>30 minutes after injury
155,0.0,Clav_nan
153,0.0,AgeTwoPlus
151,0.0,VomitStart_nan
149,0.0,NeuroDSensory_92
148,0.0,VomitStart_>4 hrs after event
145,0.0,VomitLast_>4 hrs before ED
140,0.0,VomitStart_Before head injury
132,0.0,SeizOccur_nan
125,0.0,Paralyzed_0.0
124,0.0,HAStart_1-4 hrs after event
123,0.0,HAStart_nan
122,0.0,OSIExtremity_0
118,0.0,High_impact_InjSev_Moderate
112,0.0,Intubated_0.0
104,0.0,NeuroDCranial_1
102,0.0,InjuryMech_nan
216,0.0,InjuryMech_FallToGround
