,imp,feature
157,0.0013924100101606043,LocLen_1-5 min
19,0.0013850146677127433,OSIAbdomen_0
10,0.0013570014673577973,OSI_1.0
111,0.0013448174529532887,OSICspine_92
16,0.001342305744937689,SeizLen_5-15 min
183,0.0013339086236654465,LocLen_>5 min
133,0.001330123728383199,SeizLen_<1 min
106,0.0012906774669971908,Hema_1.0
147,0.0012354429709673322,ClavOcc_92
30,0.0012117117237498791,HASeverity_Severe
135,0.0011332420594427613,NeuroDSensory_92
145,0.001068838705440982,OSIFlank_0
95,0.001029611162952199,VomitNbr_Once
91,0.0009655107116861418,OSI_0.0
85,0.0009596232667393759,NeuroDSensory_0
173,0.0009127861339396236,InjuryMech_FallElev
75,0.0008514117488187806,ClavNeck_1
134,0.0008358240200344805,SFxBasPer_1
172,0.00077513843228677,InjuryMech_FallToGround
51,0.0007243042874982941,OSICspine_0
116,0.0007203415378920233,VomitNbr_Twice
131,0.000702283071406161,OSIPelvis_0
97,0.0006977273257836388,ClavPar_92
174,0.0006595900554336475,SeizLen_1-5 min
216,0.0005879230132304203,OSIPelvis_92
188,0.0005831046503860642,OSICut_92
45,0.0005725801848410094,VomitLast_<1 hr before ED
15,0.0005318440997696389,HemaLoc_Frontal
167,0.0004330057823527505,InjuryMech_Other
127,0.00043276542199692915,FontBulg_1.0
107,0.00039705352824197286,OSICut_0
128,0.00032993992624525027,ClavFro_1
202,0.0003268986593872116,OSICut_1
40,0.00029703619528135677,NeuroDOth_1
193,0.00028300000968193634,InjuryMech_RanIntoStatObj
67,0.0002680134594891756,OSIExtremity_0
104,0.00026148823514610635,VomitStart_1-4 hrs after event
208,0.0002033499716664192,OSIOth_92
189,0.00019882140292242604,NeuroDMotor_1
49,0.00015719802781329273,OSIFlank_92
66,0.0001204721604803974,ClavOcc_0
129,0.0001162223438169232,OSIPelvis_1
9,2.679988675932518e-05,OSIFlank_1
194,0.0,SFxBas_nan
86,0.0,Clav_nan
13,0.0,Seiz_0.0
191,0.0,Drugs_nan
190,0.0,InjuryMech_OtherWheelCrash
139,0.0,AgeTwoPlus
57,0.0,HemaSize_nan
196,0.0,HemaLoc_nan
56,0.0,HAStart_Before head injury
14,0.0,OSI_nan
185,0.0,HemaSize_Medium
184,0.0,Intubated_nan
89,0.0,SeizLen_nan
53,0.0,Paralyzed_0.0
58,0.0,OSIOth_0
83,0.0,AMS_nan
197,0.0,Paralyzed_nan
12,0.0,Sedated_0.0
71,0.0,InjuryMech_Assault
72,0.0,AMSOth_1
62,0.0,HAStart_>4 hrs after event
212,0.0,VomitLast_nan
211,0.0,InjuryMech_nan
6,0.0,SeizOccur_Not applicable
78,0.0,Seiz_1.0
8,0.0,VomitStart_nan
61,0.0,HA_verb_nan
204,0.0,NeuroDCranial_1
11,0.0,ActNorm_nan
60,0.0,VomitStart_>4 hrs after event
201,0.0,HAStart_Not applicable
82,0.0,OSICspine_1
96,0.0,Intubated_0.0
181,0.0,SeizOccur_nan
178,0.0,VomitLast_>4 hrs before ED
102,0.0,SeizOccur_Immediately on contact
140,0.0,NeuroD_0.0
120,0.0,Paralyzed_1.0
156,0.0,Hema_nan
155,0.0,InjuryMech_Sports
121,0.0,Amnesia_verb_91.0
124,0.0,InjuryMech_FallStair
152,0.0,OSIOth_1
43,0.0,VomitNbr_nan
150,0.0,Sedated_nan
149,0.0,High_impact_InjSev_nan
41,0.0,NeuroD_nan
130,0.0,VomitStart_Before head injury
136,0.0,HAStart_nan
39,0.0,HASeverity_Not applicable
38,0.0,HASeverity_Mild
141,0.0,NeuroDReflex_92
27,0.0,InjuryMech_ObjStruckHead
25,0.0,Amnesia_verb_0.0
119,0.0,Intubated_1.0
17,0.0,HemaSize_Small
177,0.0,OSIAbdomen_1
50,0.0,High_impact_InjSev_Low
175,0.0,SFxPalp_nan
1,0.0,HAStart_1-4 hrs after event
109,0.0,SFxPalpDepress_nan
171,0.0,Amnesia_verb_nan
169,0.0,Seiz_nan
118,0.0,Vomit_nan
48,0.0,SeizOccur_>30 minutes after injury
18,0.0,Sedated_1.0
165,0.0,HA_verb_1.0
47,0.0,SFxBasOto_1
163,0.0,SFxBasRhi_1
115,0.0,InjuryMech_BikeCol
33,0.0,InjuryMech_BikeMV
