,imp,feature
142,0.005659194378291935,SFxBasHem_0
64,0.005559399121429592,VomitStart_1-4 hrs after event
10,0.00552744073052745,AMSSleep_0
6,0.00506678200031382,ClavFace_1
149,0.0048258437688202555,NeuroDSensory_92
170,0.004822328074689302,HemaSize_Not applicable
69,0.004618501212454494,NeuroDReflex_0
26,0.004589524405882878,SFxBasOto_0
43,0.004190768963312064,Drugs_0.0
74,0.004082353805776747,LocLen_5 sec - 1 min
25,0.003942759227217196,FontBulg_1.0
164,0.003799826829648667,AMSRepeat_1
93,0.003660512150103346,VomitStart_Within 1 hr of event
86,0.003511144470380361,ClavPar_92
7,0.0033074469865354288,HASeverity_Severe
156,0.0032348786532247586,ActNorm_0.0
68,0.00313456267615048,SFxPalpDepress_92.0
172,0.0029211839927271647,SFxPalp_Unclear
5,0.002893132800120841,NeuroDOth_92
203,0.002876331542638779,AMSOth_1
78,0.0027998518967435383,Sedated_1.0
171,0.00276549215138499,ActNorm_1.0
2,0.0027594685062186665,LocLen_<5 sec
72,0.002746697564387319,HemaLoc_Frontal
97,0.0026727276912564464,SeizOccur_Not applicable
138,0.0026227782386139668,Vomit_0.0
50,0.0026130773998060673,OSI_0.0
179,0.002603362532020789,ClavOcc_92
160,0.0025617878067173616,HAStart_Not applicable
144,0.002523830762278456,HASeverity_Moderate
178,0.0025205182514989764,AMSSlow_1
161,0.0024073218228455578,Clav_1.0
130,0.00239606547147788,SFxBasPer_1
60,0.0023421286756189212,ClavTem_1
116,0.002300723871278835,LocLen_>5 min
183,0.002284851115627462,VomitNbr_>2 times
211,0.002216790237960522,InjuryMech_Other
12,0.0021801232043808395,InjuryMech_MVC
56,0.0021051615336837417,High_impact_InjSev_Low
108,0.002084950744856591,HA_verb_91.0
55,0.0020556233905759725,Amnesia_verb_1.0
175,0.0020244954758530864,ClavOcc_0
146,0.001974774661516652,NeuroD_0.0
118,0.001870300488317752,High_impact_InjSev_Moderate
41,0.0017737053356334626,NeuroDCranial_0
105,0.0017658465993292583,OSIAbdomen_92
79,0.001765738028392209,OSIExtremity_1
147,0.0017183807118280384,InjuryMech_ObjStruckHead
141,0.001675490617014483,OSIFlank_1
159,0.001605857808031769,SFxPalpDepress_0.0
111,0.0016048850034159382,ClavFro_1
75,0.0015963625192836727,NeuroD_1.0
109,0.0015884830977975694,OSICut_1
113,0.0014713478968798022,OSIPelvis_1
189,0.0013927576856404623,SeizLen_1-5 min
82,0.0013755459222417538,NeuroDSensory_1
168,0.0013445988735354287,VomitNbr_Twice
157,0.0013333124529674356,ClavFro_92
134,0.0013204058283679877,ClavNeck_0
20,0.001274573952268052,VomitLast_<1 hr before ED
152,0.0012489355890809412,OSIFlank_92
46,0.001167619773771477,ClavFace_92
197,0.0011366324755364646,ActNorm_nan
186,0.001107439928176287,AMSSleep_1
19,0.001104264058870759,OSIAbdomen_1
53,0.0010891817754198686,VomitLast_nan
95,0.0010613808800114801,SeizLen_5-15 min
88,0.0010128762416612294,OSICspine_0
37,0.0009597382003613724,HA_verb_0.0
13,0.0009062203325326877,HASeverity_Mild
143,0.0009019103749809337,HAStart_Within 1 hr of event
67,0.0008875606280680417,ClavTem_92
107,0.0008636126545273837,NeuroDMotor_1
198,0.0007810878487273118,SFxBasOto_1
193,0.000769426150426617,InjuryMech_BikeMV
205,0.0007108995694343295,SeizOccur_Within 30 minutes of injury
187,0.0006638536233275593,ClavNeck_92
209,0.000614346718941887,OSICspine_92
127,0.0005575949023773324,OSI_1.0
51,0.0005468298573690129,ClavTem_0
94,0.0005059799073712522,InjuryMech_FallElev
135,0.0004768729446720514,Seiz_0.0
100,0.0004554230188402319,LocLen_1-5 min
59,0.00044392565614840993,Clav_0.0
214,0.0004273575439648389,InjuryMech_OtherWheelCrash
202,0.0003596330429326158,OSICspine_1
106,0.00035213150300153305,OSIOth_92
70,0.000262774779955377,HemaLoc_Not applicable
80,0.0002590035384001531,LOCSeparate_Suspected
192,0.0002376171561730405,HemaSize_Medium
204,0.0002221191467490552,InjuryMech_PedesMV
195,0.0001743726938370165,Amnesia_verb_0.0
34,0.00014704067939786783,OSIFlank_0
210,0.00010342108445520341,InjuryMech_BikeCol
169,7.64285889061206e-05,VomitNbr_Once
65,3.717685407578519e-05,HA_verb_1.0
200,0.0,SeizLen_Not applicable
167,0.0,Sedated_nan
199,0.0,Paralyzed_1.0
196,0.0,SFxBas_nan
163,0.0,VomitNbr_nan
207,0.0,FontBulg_0.0
194,0.0,OSIPelvis_0
166,0.0,High_impact_InjSev_nan
215,0.0,NeuroDCranial_92
208,0.0,SFxBasRhi_1
206,0.0,OSIOth_1
176,0.0,Intubated_nan
180,0.0,HASeverity_Not applicable
181,0.0,NeuroDOth_1
188,0.0,NeuroDReflex_1
191,0.0,SFxPalpDepress_nan
174,0.0,Amnesia_verb_nan
173,0.0,HemaLoc_nan
212,0.0,Paralyzed_nan
0,0.0,NeuroDMotor_92
162,0.0,NeuroDMotor_0
87,0.0,Vomit_nan
76,0.0,ClavNeck_1
66,0.0,InjuryMech_RanIntoStatObj
61,0.0,SeizLen_<1 min
57,0.0,InjuryMech_Assault
52,0.0,AMS_nan
49,0.0,Sedated_0.0
47,0.0,SFxPalp_nan
38,0.0,VomitLast_1-4 hrs before ED
36,0.0,OSI_nan
31,0.0,Seiz_1.0
30,0.0,HAStart_>4 hrs after event
29,0.0,ClavPar_0
28,0.0,HA_verb_nan
24,0.0,Hema_nan
23,0.0,OSIPelvis_92
22,0.0,SeizOccur_Immediately on contact
21,0.0,SeizLen_nan
17,0.0,Drugs_nan
11,0.0,Seiz_nan
9,0.0,HAStart_Before head injury
8,0.0,OSIOth_0
4,0.0,Intubated_1.0
3,0.0,NeuroD_nan
83,0.0,OSICut_92
90,0.0,OSIExtremity_92
158,0.0,SeizOccur_>30 minutes after injury
91,0.0,HemaSize_nan
155,0.0,Clav_nan
153,0.0,AgeTwoPlus
151,0.0,VomitStart_nan
150,0.0,OSICut_0
148,0.0,VomitStart_>4 hrs after event
145,0.0,VomitLast_>4 hrs before ED
140,0.0,VomitStart_Before head injury
132,0.0,SeizOccur_nan
128,0.0,Amnesia_verb_91.0
125,0.0,Paralyzed_0.0
124,0.0,HAStart_1-4 hrs after event
123,0.0,HAStart_nan
122,0.0,OSIExtremity_0
119,0.0,SFxBasRet_1
114,0.0,NeuroDSensory_0
112,0.0,Intubated_0.0
110,0.0,FontBulg_nan
104,0.0,NeuroDCranial_1
102,0.0,InjuryMech_nan
101,0.0,InjuryMech_FallStair
99,0.0,OSIAbdomen_0
96,0.0,HemaSize_Small
92,0.0,InjuryMech_Sports
216,0.0,InjuryMech_FallToGround
