,imp,feature
45,0.004108151296781909,VomitLast_<1 hr before ED
174,0.004094810527612778,SeizLen_1-5 min
88,0.0038566684949807154,HemaLoc_Parietal/Temporal
76,0.0037833594439963926,Drugs_1.0
180,0.0035006735100861293,NeuroDCranial_92
129,0.003231595581815212,OSIPelvis_1
201,0.003189162773792151,HAStart_Not applicable
121,0.003118972304933193,Amnesia_verb_91.0
105,0.002884445111908518,ClavNeck_92
2,0.0028563475080893154,VomitLast_1-4 hrs before ED
30,0.0026869776055298035,HASeverity_Severe
152,0.002592447562663453,OSIOth_1
209,0.0025404212005968423,NeuroDReflex_1
93,0.002538420166377876,SeizLen_Not applicable
99,0.002505609292184851,LOCSeparate_Suspected
70,0.002482774693345482,NeuroD_1.0
117,0.0024645083597342413,ClavTem_0
97,0.00245341517645278,ClavPar_92
74,0.0023814153623581747,HemaLoc_Not applicable
134,0.0023130036034324877,SFxBasPer_1
16,0.002304476790470726,SeizLen_5-15 min
104,0.0021862182939040155,VomitStart_1-4 hrs after event
189,0.0020375641108826958,NeuroDMotor_1
111,0.002015457978149074,OSICspine_92
116,0.0019934080139557527,VomitNbr_Twice
73,0.001992753086732145,InjuryMech_PedesMV
10,0.0019657655593903565,OSI_1.0
17,0.001950874965229315,HemaSize_Small
182,0.001842011636088362,ClavFace_92
135,0.0018403395205522006,NeuroDSensory_92
48,0.001788394670723077,SeizOccur_>30 minutes after injury
167,0.0017247583680349507,InjuryMech_Other
100,0.0017236950716962808,ClavTem_92
106,0.0016492765723890345,Hema_1.0
33,0.001633101731842759,InjuryMech_BikeMV
157,0.0015918220622162865,LocLen_1-5 min
32,0.001487054258081921,Amnesia_verb_1.0
85,0.0014689223801603738,NeuroDSensory_0
58,0.0014191337559539402,OSIOth_0
20,0.0013923366286648722,ClavFace_0
165,0.00137091426009908,HA_verb_1.0
9,0.0013676411049491812,OSIFlank_1
101,0.001352368478446887,AMSRepeat_1
202,0.0013475964275728434,OSICut_1
159,0.001318759624282921,AMSSlow_0
172,0.0013060614993338601,InjuryMech_FallToGround
148,0.0012144022431450126,InjuryMech_MVC
160,0.001197332805744855,SeizOccur_Within 30 minutes of injury
145,0.0011809531184037404,OSIFlank_0
38,0.0011126604406727291,HASeverity_Mild
95,0.0011085600155533398,VomitNbr_Once
6,0.001101149108361909,SeizOccur_Not applicable
36,0.0010274512342938135,ClavFro_0
216,0.0008938137600068549,OSIPelvis_92
12,0.0008578547786878763,Sedated_0.0
11,0.0007624719736361698,ActNorm_nan
80,0.0007621517948392524,HA_verb_91.0
13,0.0007285045092365479,Seiz_0.0
26,0.0007017616525047278,SFxBasRet_1
147,0.0006452867331117294,ClavOcc_92
24,0.0006001209466377057,OSIExtremity_92
200,0.0005795180872080895,HAStart_Within 1 hr of event
140,0.0005451949329859632,NeuroD_0.0
31,0.0005124720166459144,NeuroDMotor_92
0,0.0004513466275716284,ActNorm_0.0
50,0.000444727736248372,High_impact_InjSev_Low
49,0.0004209745602964712,OSIFlank_92
128,0.00041868643016875325,ClavFro_1
4,0.0003866768968080335,Clav_0.0
213,0.0003779229610980052,ClavFro_92
67,0.00036994481755485404,OSIExtremity_0
25,0.00033184328362473016,Amnesia_verb_0.0
158,0.00032797254821184224,AMSSleep_1
3,0.00020760197904561974,High_impact_InjSev_Moderate
82,0.00016007258818239575,OSICspine_1
139,0.00015300533451841202,AgeTwoPlus
113,0.00014502801226309184,HASeverity_Moderate
190,0.00013924495593355956,InjuryMech_OtherWheelCrash
199,0.00012501948023611363,HA_verb_0.0
188,9.680905199560974e-05,OSICut_92
124,9.455865930184922e-05,InjuryMech_FallStair
107,8.51828474236111e-05,OSICut_0
211,0.0,InjuryMech_nan
14,0.0,OSI_nan
44,0.0,ClavFace_1
181,0.0,SeizOccur_nan
43,0.0,VomitNbr_nan
183,0.0,LocLen_>5 min
184,0.0,Intubated_nan
185,0.0,HemaSize_Medium
41,0.0,NeuroD_nan
40,0.0,NeuroDOth_1
191,0.0,Drugs_nan
39,0.0,HASeverity_Not applicable
8,0.0,VomitStart_nan
15,0.0,HemaLoc_Frontal
204,0.0,NeuroDCranial_1
193,0.0,InjuryMech_RanIntoStatObj
18,0.0,Sedated_1.0
196,0.0,HemaLoc_nan
208,0.0,OSIOth_92
19,0.0,OSIAbdomen_0
197,0.0,Paralyzed_nan
47,0.0,SFxBasOto_1
28,0.0,FontBulg_0.0
127,0.0,FontBulg_1.0
178,0.0,VomitLast_>4 hrs before ED
109,0.0,SFxPalpDepress_nan
150,0.0,Sedated_nan
149,0.0,High_impact_InjSev_nan
89,0.0,SeizLen_nan
96,0.0,Intubated_0.0
102,0.0,SeizOccur_Immediately on contact
144,0.0,ClavPar_0
1,0.0,HAStart_1-4 hrs after event
115,0.0,InjuryMech_BikeCol
175,0.0,SFxPalp_nan
136,0.0,HAStart_nan
118,0.0,Vomit_nan
119,0.0,Intubated_1.0
133,0.0,SeizLen_<1 min
120,0.0,Paralyzed_1.0
130,0.0,VomitStart_Before head injury
126,0.0,Drugs_0.0
151,0.0,FontBulg_nan
86,0.0,Clav_nan
83,0.0,AMS_nan
156,0.0,Hema_nan
51,0.0,OSICspine_0
173,0.0,InjuryMech_FallElev
171,0.0,Amnesia_verb_nan
53,0.0,Paralyzed_0.0
169,0.0,Seiz_nan
168,0.0,OSIAbdomen_92
55,0.0,NeuroDOth_92
56,0.0,HAStart_Before head injury
57,0.0,HemaSize_nan
60,0.0,VomitStart_>4 hrs after event
163,0.0,SFxBasRhi_1
62,0.0,HAStart_>4 hrs after event
71,0.0,InjuryMech_Assault
72,0.0,AMSOth_1
78,0.0,Seiz_1.0
52,0.0,OSIExtremity_1
