,imp,feature
0,0.0021075671286550357,NeuroDMotor_92
71,0.002084276596029308,SeizLen_>15 min
65,0.002066536973496959,HA_verb_1.0
20,0.0020433167671122395,VomitLast_<1 hr before ED
38,0.0019822289471475305,VomitLast_1-4 hrs before ED
103,0.0019572237633192287,NeuroDOth_0
97,0.0019486142057371513,SeizOccur_Not applicable
181,0.001929666206398742,NeuroDOth_1
7,0.0019236240858388183,HASeverity_Severe
50,0.0019174916253070818,OSI_0.0
90,0.0019171945950227248,OSIExtremity_92
164,0.0018847739983171043,AMSRepeat_1
206,0.0018374531891243897,OSIOth_1
209,0.0018213108262228324,OSICspine_92
187,0.0016467005815139293,ClavNeck_92
23,0.0015653358860886317,OSIPelvis_92
53,0.001489014304333011,VomitLast_nan
95,0.0014710456660594429,SeizLen_5-15 min
202,0.0014437588754435062,OSICspine_1
43,0.0013655522463966046,Drugs_0.0
44,0.0013211171896975174,VomitNbr_Not applicable
116,0.0012725867194328202,LocLen_>5 min
148,0.0012081344101382559,VomitStart_>4 hrs after event
193,0.0012017645819774598,InjuryMech_BikeMV
118,0.001172927534719786,High_impact_InjSev_Moderate
127,0.0011585208524232844,OSI_1.0
11,0.0011558477549503013,Seiz_nan
201,0.0010573013790571117,ClavFro_0
54,0.0010072926145708093,NeuroDReflex_92
51,0.0010003905220532616,ClavTem_0
189,0.0009982591876899541,SeizLen_1-5 min
107,0.0009902127125336582,NeuroDMotor_1
169,0.0009859002528504592,VomitNbr_Once
13,0.0009674103683835006,HASeverity_Mild
56,0.0009480632384147384,High_impact_InjSev_Low
82,0.000830079185221323,NeuroDSensory_1
211,0.0007344029256201932,InjuryMech_Other
76,0.0006638446340994696,ClavNeck_1
37,0.0006608503070298416,HA_verb_0.0
162,0.0005622249849250426,NeuroDMotor_0
198,0.0005044633676042064,SFxBasOto_1
158,0.0003550796993947281,SeizOccur_>30 minutes after injury
150,0.0003371683806281004,OSICut_0
197,0.0003113466924779732,ActNorm_nan
159,0.00031130511294851193,SFxPalpDepress_0.0
83,0.0001122516291666677,OSICut_92
34,0.0001065516925318571,OSIFlank_0
46,9.210419927710245e-05,ClavFace_92
12,5.837680036546908e-05,InjuryMech_MVC
145,0.0,VomitLast_>4 hrs before ED
196,0.0,SFxBas_nan
195,0.0,Amnesia_verb_0.0
194,0.0,OSIPelvis_0
87,0.0,Vomit_nan
91,0.0,HemaSize_nan
191,0.0,SFxPalpDepress_nan
17,0.0,Drugs_nan
86,0.0,ClavPar_92
19,0.0,OSIAbdomen_1
124,0.0,HAStart_1-4 hrs after event
199,0.0,Paralyzed_1.0
96,0.0,HemaSize_Small
92,0.0,InjuryMech_Sports
21,0.0,SeizLen_nan
113,0.0,OSIPelvis_1
9,0.0,HAStart_Before head injury
112,0.0,Intubated_0.0
111,0.0,ClavFro_1
207,0.0,FontBulg_0.0
208,0.0,SFxBasRhi_1
101,0.0,InjuryMech_FallStair
210,0.0,InjuryMech_BikeCol
102,0.0,InjuryMech_nan
212,0.0,Paralyzed_nan
6,0.0,ClavFace_1
214,0.0,InjuryMech_OtherWheelCrash
4,0.0,Intubated_1.0
125,0.0,Paralyzed_0.0
130,0.0,SFxBasPer_1
184,0.0,VomitStart_Not applicable
22,0.0,SeizOccur_Immediately on contact
144,0.0,HASeverity_Moderate
52,0.0,AMS_nan
151,0.0,VomitStart_nan
143,0.0,HAStart_Within 1 hr of event
153,0.0,AgeTwoPlus
141,0.0,OSIFlank_1
155,0.0,Clav_nan
47,0.0,SFxPalp_nan
157,0.0,ClavFro_92
160,0.0,HAStart_Not applicable
140,0.0,VomitStart_Before head injury
163,0.0,VomitNbr_nan
57,0.0,InjuryMech_Assault
61,0.0,SeizLen_<1 min
166,0.0,High_impact_InjSev_nan
167,0.0,Sedated_nan
168,0.0,VomitNbr_Twice
135,0.0,Seiz_0.0
66,0.0,InjuryMech_RanIntoStatObj
132,0.0,SeizOccur_nan
72,0.0,HemaLoc_Frontal
173,0.0,HemaLoc_nan
174,0.0,Amnesia_verb_nan
36,0.0,OSI_nan
176,0.0,Intubated_nan
30,0.0,HAStart_>4 hrs after event
25,0.0,FontBulg_1.0
24,0.0,Hema_nan
147,0.0,InjuryMech_ObjStruckHead
216,0.0,InjuryMech_FallToGround
