,imp,feature
69,0.0004228308025605528,NeuroDReflex_0
127,0.00041250146199150117,OSI_1.0
196,0.0004025255784699565,SFxBas_nan
209,0.00036868093953762297,OSICspine_92
210,0.00028169272740462286,InjuryMech_BikeCol
101,0.0002529462678145857,InjuryMech_FallStair
95,0.00021464203895046435,SeizLen_5-15 min
22,0.0001456353914131324,SeizOccur_Immediately on contact
141,8.711624659453441e-05,OSIFlank_1
24,0.0,Hema_nan
23,0.0,OSIPelvis_92
181,0.0,NeuroDOth_1
28,0.0,HA_verb_nan
179,0.0,ClavOcc_92
20,0.0,VomitLast_<1 hr before ED
3,0.0,NeuroD_nan
30,0.0,HAStart_>4 hrs after event
21,0.0,SeizLen_nan
214,0.0,InjuryMech_OtherWheelCrash
203,0.0,AMSOth_1
13,0.0,HASeverity_Mild
212,0.0,Paralyzed_nan
19,0.0,OSIAbdomen_1
211,0.0,InjuryMech_Other
17,0.0,Drugs_nan
191,0.0,SFxPalpDepress_nan
192,0.0,HemaSize_Medium
208,0.0,SFxBasRhi_1
4,0.0,Intubated_1.0
11,0.0,Seiz_nan
9,0.0,HAStart_Before head injury
198,0.0,SFxBasOto_1
199,0.0,Paralyzed_1.0
5,0.0,NeuroDOth_92
200,0.0,SeizLen_Not applicable
176,0.0,Intubated_nan
53,0.0,VomitLast_nan
174,0.0,Amnesia_verb_nan
116,0.0,LocLen_>5 min
135,0.0,Seiz_0.0
132,0.0,SeizOccur_nan
78,0.0,Sedated_1.0
125,0.0,Paralyzed_0.0
124,0.0,HAStart_1-4 hrs after event
87,0.0,Vomit_nan
122,0.0,OSIExtremity_0
91,0.0,HemaSize_nan
94,0.0,InjuryMech_FallElev
173,0.0,HemaLoc_nan
114,0.0,NeuroDSensory_0
112,0.0,Intubated_0.0
111,0.0,ClavFro_1
110,0.0,FontBulg_nan
105,0.0,OSIAbdomen_92
104,0.0,NeuroDCranial_1
103,0.0,NeuroDOth_0
102,0.0,InjuryMech_nan
66,0.0,InjuryMech_RanIntoStatObj
140,0.0,VomitStart_Before head injury
61,0.0,SeizLen_<1 min
144,0.0,HASeverity_Moderate
36,0.0,OSI_nan
37,0.0,HA_verb_0.0
167,0.0,Sedated_nan
166,0.0,High_impact_InjSev_nan
47,0.0,SFxPalp_nan
49,0.0,Sedated_0.0
163,0.0,VomitNbr_nan
50,0.0,OSI_0.0
160,0.0,HAStart_Not applicable
52,0.0,AMS_nan
155,0.0,Clav_nan
57,0.0,InjuryMech_Assault
151,0.0,VomitStart_nan
149,0.0,NeuroDSensory_92
148,0.0,VomitStart_>4 hrs after event
147,0.0,InjuryMech_ObjStruckHead
145,0.0,VomitLast_>4 hrs before ED
216,0.0,InjuryMech_FallToGround
