,imp,feature
174,0.003657548948847301,SeizLen_1-5 min
25,0.0035118713281700703,Amnesia_verb_0.0
3,0.0033809059421625164,High_impact_InjSev_Moderate
203,0.0032972305637350694,VomitNbr_Not applicable
97,0.0032011667353102112,ClavPar_92
63,0.0030823019663634987,HemaSize_Not applicable
6,0.0030127453043323565,SeizOccur_Not applicable
4,0.002993547358168189,Clav_0.0
212,0.0029549424208239355,VomitLast_nan
194,0.0028867045204469884,SFxBas_nan
49,0.0027252629377590644,OSIFlank_92
131,0.0026641814251169,OSIPelvis_0
110,0.002644414801668923,SFxBasHem_0
85,0.002600012269309784,NeuroDSensory_0
100,0.002545339698426738,ClavTem_92
80,0.002542505663803118,HA_verb_91.0
20,0.0025421760986899682,ClavFace_0
152,0.002540773113786365,OSIOth_1
9,0.002510332103668683,OSIFlank_1
78,0.002491063633318281,Seiz_1.0
31,0.002461328989806523,NeuroDMotor_92
7,0.0023057934972056803,Clav_1.0
33,0.002244392751813559,InjuryMech_BikeMV
124,0.0022118353833526843,InjuryMech_FallStair
170,0.002112256314272616,LOCSeparate_Yes
126,0.002035177687834996,Drugs_0.0
216,0.0020037930207945868,OSIPelvis_92
165,0.0019897732563295364,HA_verb_1.0
132,0.0019785249465261675,VomitStart_Not applicable
13,0.0019401811887638264,Seiz_0.0
169,0.0018892330201602575,Seiz_nan
145,0.0018756954755323396,OSIFlank_0
26,0.0018465485319066465,SFxBasRet_1
34,0.0018282273722746302,AgeinYears
139,0.001771148097619932,AgeTwoPlus
12,0.0017666313512066584,Sedated_0.0
41,0.0017613728155675141,NeuroD_nan
59,0.0016973696728751634,VomitStart_Within 1 hr of event
177,0.001656997366428472,OSIAbdomen_1
93,0.0016545364812848467,SeizLen_Not applicable
180,0.001607173024157162,NeuroDCranial_92
48,0.0016010844232595548,SeizOccur_>30 minutes after injury
104,0.0015999913842417418,VomitStart_1-4 hrs after event
188,0.0014421910888518619,OSICut_92
15,0.0013622457503141728,HemaLoc_Frontal
160,0.0013208049166568015,SeizOccur_Within 30 minutes of injury
11,0.0013132062401975725,ActNorm_nan
128,0.0012935993845906762,ClavFro_1
108,0.0012899156921649965,SFxPalpDepress_0.0
72,0.0012116630136501693,AMSOth_1
167,0.0011714787431310074,InjuryMech_Other
155,0.0011608710454942919,InjuryMech_Sports
129,0.001087829245228926,OSIPelvis_1
202,0.0010205464640619555,OSICut_1
76,0.0009760686591835421,Drugs_1.0
16,0.0009712632365583662,SeizLen_5-15 min
32,0.0009615191302464937,Amnesia_verb_1.0
45,0.0009318543190997296,VomitLast_<1 hr before ED
147,0.0008976963883913831,ClavOcc_92
199,0.000892266042549423,HA_verb_0.0
46,0.0007695931474666244,NeuroDMotor_0
95,0.0007299462882827817,VomitNbr_Once
73,0.0006162883332311312,InjuryMech_PedesMV
135,0.0006113230279938917,NeuroDSensory_92
105,0.000602119746366151,ClavNeck_92
103,0.0005912362115414592,Vomit_0.0
168,0.0005814048872294087,OSIAbdomen_92
58,0.0005763679486216766,OSIOth_0
91,0.00048682321880399516,OSI_0.0
189,0.000465096772546641,NeuroDMotor_1
111,0.00044663720958525556,OSICspine_92
67,0.0003467242255347304,OSIExtremity_0
24,0.00030168873838644117,OSIExtremity_92
10,0.00029278888840349925,OSI_1.0
44,0.00029007684825447063,ClavFace_1
36,0.0002742540040677937,ClavFro_0
113,0.0002571374396717644,HASeverity_Moderate
27,0.00024347078917388062,InjuryMech_ObjStruckHead
117,0.00022845255713641665,ClavTem_0
208,0.00012746668937734928,OSIOth_92
173,5.127006838054268e-06,InjuryMech_FallElev
182,0.0,ClavFace_92
178,0.0,VomitLast_>4 hrs before ED
8,0.0,VomitStart_nan
181,0.0,SeizOccur_nan
19,0.0,OSIAbdomen_0
190,0.0,InjuryMech_OtherWheelCrash
183,0.0,LocLen_>5 min
184,0.0,Intubated_nan
185,0.0,HemaSize_Medium
211,0.0,InjuryMech_nan
191,0.0,Drugs_nan
14,0.0,OSI_nan
30,0.0,HASeverity_Severe
193,0.0,InjuryMech_RanIntoStatObj
29,0.0,LocLen_<5 sec
38,0.0,HASeverity_Mild
197,0.0,Paralyzed_nan
17,0.0,HemaSize_Small
204,0.0,NeuroDCranial_1
201,0.0,HAStart_Not applicable
196,0.0,HemaLoc_nan
96,0.0,Intubated_0.0
175,0.0,SFxPalp_nan
71,0.0,InjuryMech_Assault
130,0.0,VomitStart_Before head injury
127,0.0,FontBulg_1.0
74,0.0,HemaLoc_Not applicable
82,0.0,OSICspine_1
83,0.0,AMS_nan
121,0.0,Amnesia_verb_91.0
120,0.0,Paralyzed_1.0
119,0.0,Intubated_1.0
118,0.0,Vomit_nan
116,0.0,VomitNbr_Twice
115,0.0,InjuryMech_BikeCol
86,0.0,Clav_nan
89,0.0,SeizLen_nan
109,0.0,SFxPalpDepress_nan
1,0.0,HAStart_1-4 hrs after event
107,0.0,OSICut_0
102,0.0,SeizOccur_Immediately on contact
133,0.0,SeizLen_<1 min
66,0.0,ClavOcc_0
39,0.0,HASeverity_Not applicable
62,0.0,HAStart_>4 hrs after event
172,0.0,InjuryMech_FallToGround
171,0.0,Amnesia_verb_nan
40,0.0,NeuroDOth_1
43,0.0,VomitNbr_nan
163,0.0,SFxBasRhi_1
156,0.0,Hema_nan
50,0.0,High_impact_InjSev_Low
51,0.0,OSICspine_0
52,0.0,OSIExtremity_1
53,0.0,Paralyzed_0.0
150,0.0,Sedated_nan
149,0.0,High_impact_InjSev_nan
148,0.0,InjuryMech_MVC
56,0.0,HAStart_Before head injury
144,0.0,ClavPar_0
57,0.0,HemaSize_nan
60,0.0,VomitStart_>4 hrs after event
47,0.0,SFxBasOto_1
