,imp,feature
205,0.0016835714564853823,SeizOccur_Within 30 minutes of injury
103,0.0016626546362572487,NeuroDOth_0
88,0.001606375973014687,OSICspine_0
23,0.001584083459340298,OSIPelvis_92
168,0.001396892156418041,VomitNbr_Twice
99,0.0013702062260044917,OSIAbdomen_0
46,0.0013601788521856709,ClavFace_92
113,0.0013564504427599471,OSIPelvis_1
37,0.0012597590967319142,HA_verb_0.0
96,0.001256563192117201,HemaSize_Small
107,0.0012519305982766121,NeuroDMotor_1
8,0.0012430461531114058,OSIOth_0
150,0.0012063483263948954,OSICut_0
5,0.0010530631758754341,NeuroDOth_92
158,0.0010338134125057975,SeizOccur_>30 minutes after injury
34,0.0010046131323435655,OSIFlank_0
134,0.000984563506286339,ClavNeck_0
108,0.0009710878459181089,HA_verb_91.0
86,0.0009600122824630914,ClavPar_92
192,0.0009497268499249621,HemaSize_Medium
206,0.0009027525238833046,OSIOth_1
135,0.0008578062498820152,Seiz_0.0
209,0.0008438126341965482,OSICspine_92
201,0.0008323427860389271,ClavFro_0
194,0.0008246829671074772,OSIPelvis_0
2,0.0007859930270778178,LocLen_<5 sec
146,0.0007775745547627058,NeuroD_0.0
78,0.0007718426205293042,Sedated_1.0
90,0.0006878129437056191,OSIExtremity_92
71,0.0006461271382743167,SeizLen_>15 min
74,0.0006151335640648473,LocLen_5 sec - 1 min
147,0.0005057154763021269,InjuryMech_ObjStruckHead
54,0.0004799826482922422,NeuroDReflex_92
49,0.00046012326741643296,Sedated_0.0
111,0.00043322794427541345,ClavFro_1
214,0.0004162599389929994,InjuryMech_OtherWheelCrash
189,0.00041401668526862214,SeizLen_1-5 min
198,0.0004098918916128828,SFxBasOto_1
67,0.0003198377378052615,ClavTem_92
56,0.0003109112718473653,High_impact_InjSev_Low
31,0.0002491015058665647,Seiz_1.0
64,0.00024197113437888864,VomitStart_1-4 hrs after event
119,0.00023891031571628078,SFxBasRet_1
69,0.00020658783166069828,NeuroDReflex_0
152,0.00017946380472086103,OSIFlank_92
157,0.0001263457552207313,ClavFro_92
160,0.00012321964975177868,HAStart_Not applicable
208,0.00010174023558861289,SFxBasRhi_1
55,8.880469824788898e-05,Amnesia_verb_1.0
167,0.0,Sedated_nan
212,0.0,Paralyzed_nan
166,0.0,High_impact_InjSev_nan
181,0.0,NeuroDOth_1
197,0.0,ActNorm_nan
210,0.0,InjuryMech_BikeCol
196,0.0,SFxBas_nan
203,0.0,AMSOth_1
176,0.0,Intubated_nan
175,0.0,ClavOcc_0
174,0.0,Amnesia_verb_nan
173,0.0,HemaLoc_nan
193,0.0,InjuryMech_BikeMV
180,0.0,HASeverity_Not applicable
163,0.0,VomitNbr_nan
191,0.0,SFxPalpDepress_nan
202,0.0,OSICspine_1
199,0.0,Paralyzed_1.0
0,0.0,NeuroDMotor_92
162,0.0,NeuroDMotor_0
91,0.0,HemaSize_nan
72,0.0,HemaLoc_Frontal
66,0.0,InjuryMech_RanIntoStatObj
65,0.0,HA_verb_1.0
61,0.0,SeizLen_<1 min
53,0.0,VomitLast_nan
52,0.0,AMS_nan
47,0.0,SFxPalp_nan
38,0.0,VomitLast_1-4 hrs before ED
36,0.0,OSI_nan
30,0.0,HAStart_>4 hrs after event
29,0.0,ClavPar_0
28,0.0,HA_verb_nan
25,0.0,FontBulg_1.0
24,0.0,Hema_nan
22,0.0,SeizOccur_Immediately on contact
21,0.0,SeizLen_nan
20,0.0,VomitLast_<1 hr before ED
19,0.0,OSIAbdomen_1
17,0.0,Drugs_nan
11,0.0,Seiz_nan
9,0.0,HAStart_Before head injury
4,0.0,Intubated_1.0
3,0.0,NeuroD_nan
87,0.0,Vomit_nan
92,0.0,InjuryMech_Sports
155,0.0,Clav_nan
94,0.0,InjuryMech_FallElev
153,0.0,AgeTwoPlus
151,0.0,VomitStart_nan
149,0.0,NeuroDSensory_92
148,0.0,VomitStart_>4 hrs after event
145,0.0,VomitLast_>4 hrs before ED
140,0.0,VomitStart_Before head injury
132,0.0,SeizOccur_nan
125,0.0,Paralyzed_0.0
124,0.0,HAStart_1-4 hrs after event
123,0.0,HAStart_nan
122,0.0,OSIExtremity_0
116,0.0,LocLen_>5 min
114,0.0,NeuroDSensory_0
112,0.0,Intubated_0.0
110,0.0,FontBulg_nan
109,0.0,OSICut_1
105,0.0,OSIAbdomen_92
104,0.0,NeuroDCranial_1
102,0.0,InjuryMech_nan
101,0.0,InjuryMech_FallStair
100,0.0,LocLen_1-5 min
97,0.0,SeizOccur_Not applicable
95,0.0,SeizLen_5-15 min
216,0.0,InjuryMech_FallToGround
