,imp,feature
12,0.004337969205043726,InjuryMech_MVC
130,0.004278975923355719,SFxBasPer_1
93,0.004146652184533014,VomitStart_Within 1 hr of event
170,0.004127086585131466,HemaSize_Not applicable
49,0.004033174278809901,Sedated_0.0
178,0.004009398507451451,AMSSlow_1
133,0.0038666511183994418,LocLen_Not applicable
138,0.003481260564749795,Vomit_0.0
55,0.0033916972378906472,Amnesia_verb_1.0
181,0.003366326799486409,NeuroDOth_1
179,0.0033227306090461086,ClavOcc_92
149,0.0031146304653612896,NeuroDSensory_92
162,0.0030206115033087366,NeuroDMotor_0
76,0.0030177539460970538,ClavNeck_1
200,0.002921474971588963,SeizLen_Not applicable
188,0.0028894789556220086,NeuroDReflex_1
67,0.002851605290902892,ClavTem_92
6,0.002677298046830071,ClavFace_1
96,0.002588700952988468,HemaSize_Small
18,0.002534258358806169,Hema_0.0
51,0.0025272502573637405,ClavTem_0
127,0.002387947529683661,OSI_1.0
20,0.002337029690213495,VomitLast_<1 hr before ED
54,0.0023310237328696905,NeuroDReflex_92
59,0.002297023209362118,Clav_0.0
204,0.002290816786593161,InjuryMech_PedesMV
38,0.0021693023635655745,VomitLast_1-4 hrs before ED
82,0.002164413444161765,NeuroDSensory_1
79,0.0020238738166850436,OSIExtremity_1
156,0.0020150965590278345,ActNorm_0.0
108,0.0019993726973551924,HA_verb_91.0
186,0.0019800078690150966,AMSSleep_1
64,0.0019356815986142444,VomitStart_1-4 hrs after event
119,0.0019328520995461878,SFxBasRet_1
187,0.0019132539728315768,ClavNeck_92
0,0.0019083329856270656,NeuroDMotor_92
202,0.0017600405872125824,OSICspine_1
171,0.001750081923212444,ActNorm_1.0
216,0.0016852043048451787,InjuryMech_FallToGround
8,0.0016463783210095145,OSIOth_0
97,0.0016181368388927528,SeizOccur_Not applicable
159,0.0016103400521573598,SFxPalpDepress_0.0
44,0.0015874870373917532,VomitNbr_Not applicable
70,0.0014534206006389966,HemaLoc_Not applicable
143,0.0014373521376946509,HAStart_Within 1 hr of event
92,0.0014159237952298535,InjuryMech_Sports
50,0.00136915868993172,OSI_0.0
134,0.0013446443380265552,ClavNeck_0
161,0.001304249927349091,Clav_1.0
118,0.0013004207767160721,High_impact_InjSev_Moderate
2,0.0012590500557907935,LocLen_<5 sec
201,0.001199329051759847,ClavFro_0
198,0.0011516409313688878,SFxBasOto_1
195,0.0010586769707976293,Amnesia_verb_0.0
80,0.0010370591551025572,LOCSeparate_Suspected
113,0.0010357427744757375,OSIPelvis_1
72,0.0010331166496952192,HemaLoc_Frontal
78,0.0009990547326297703,Sedated_1.0
74,0.000977139252668539,LocLen_5 sec - 1 min
69,0.0009606960439757794,NeuroDReflex_0
33,0.000940041500011568,Vomit_1.0
194,0.0009378246230337616,OSIPelvis_0
7,0.0009065105044628305,HASeverity_Severe
146,0.0008379799489316897,NeuroD_0.0
34,0.0008308008085721264,OSIFlank_0
109,0.0007576771449251629,OSICut_1
211,0.0006646732371675758,InjuryMech_Other
88,0.0006187711151776938,OSICspine_0
86,0.0006168659200715308,ClavPar_92
107,0.0006057156241773904,NeuroDMotor_1
144,0.0005261755478219803,HASeverity_Moderate
41,0.000521635246380297,NeuroDCranial_0
3,0.00039030414016342656,NeuroD_nan
206,0.00036000078828759484,OSIOth_1
141,0.00032308630684952934,OSIFlank_1
17,0.000302514939621275,Drugs_nan
209,0.00029541287392975907,OSICspine_92
57,0.00026201088619334957,InjuryMech_Assault
169,0.00014845522210046224,VomitNbr_Once
61,0.00012767796206941727,SeizLen_<1 min
153,0.00012423801421162245,AgeTwoPlus
180,0.00011870838854782894,HASeverity_Not applicable
150,7.397837312609685e-05,OSICut_0
46,5.4740367755806637e-05,ClavFace_92
94,2.0705561886354816e-05,InjuryMech_FallElev
52,0.0,AMS_nan
191,0.0,SFxPalpDepress_nan
197,0.0,ActNorm_nan
196,0.0,SFxBas_nan
111,0.0,ClavFro_1
112,0.0,Intubated_0.0
193,0.0,InjuryMech_BikeMV
192,0.0,HemaSize_Medium
9,0.0,HAStart_Before head injury
199,0.0,Paralyzed_1.0
11,0.0,Seiz_nan
13,0.0,HASeverity_Mild
114,0.0,NeuroDSensory_0
19,0.0,OSIAbdomen_1
21,0.0,SeizLen_nan
22,0.0,SeizOccur_Immediately on contact
23,0.0,OSIPelvis_92
90,0.0,OSIExtremity_92
91,0.0,HemaSize_nan
25,0.0,FontBulg_1.0
102,0.0,InjuryMech_nan
99,0.0,OSIAbdomen_0
214,0.0,InjuryMech_OtherWheelCrash
100,0.0,LocLen_1-5 min
212,0.0,Paralyzed_nan
101,0.0,InjuryMech_FallStair
210,0.0,InjuryMech_BikeCol
208,0.0,SFxBasRhi_1
106,0.0,OSIOth_92
4,0.0,Intubated_1.0
103,0.0,NeuroDOth_0
205,0.0,SeizOccur_Within 30 minutes of injury
104,0.0,NeuroDCranial_1
203,0.0,AMSOth_1
105,0.0,OSIAbdomen_92
24,0.0,Hema_nan
116,0.0,LocLen_>5 min
140,0.0,VomitStart_Before head injury
28,0.0,HA_verb_nan
160,0.0,HAStart_Not applicable
66,0.0,InjuryMech_RanIntoStatObj
158,0.0,SeizOccur_>30 minutes after injury
132,0.0,SeizOccur_nan
155,0.0,Clav_nan
47,0.0,SFxPalp_nan
65,0.0,HA_verb_1.0
152,0.0,OSIFlank_92
151,0.0,VomitStart_nan
135,0.0,Seiz_0.0
56,0.0,High_impact_InjSev_Low
148,0.0,VomitStart_>4 hrs after event
147,0.0,InjuryMech_ObjStruckHead
53,0.0,VomitLast_nan
145,0.0,VomitLast_>4 hrs before ED
125,0.0,Paralyzed_0.0
124,0.0,HAStart_1-4 hrs after event
163,0.0,VomitNbr_nan
31,0.0,Seiz_1.0
29,0.0,ClavPar_0
30,0.0,HAStart_>4 hrs after event
176,0.0,Intubated_nan
175,0.0,ClavOcc_0
174,0.0,Amnesia_verb_nan
173,0.0,HemaLoc_nan
87,0.0,Vomit_nan
36,0.0,OSI_nan
83,0.0,OSICut_92
122,0.0,OSIExtremity_0
168,0.0,VomitNbr_Twice
167,0.0,Sedated_nan
166,0.0,High_impact_InjSev_nan
123,0.0,HAStart_nan
95,0.0,SeizLen_5-15 min
